id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
3EAWOID6MTVMA64HMRZB30Y3C61V0H##3H8DHMCCWA95FZ9TP2F15I3T5JBDKO##A2MHM7JK1T9XHR##Blog_1579062##q1_a1##3FSEU3P2NTEXBI66RIPGEXYVTU4RRJ,"An excellent solution to free up needed time and use it toward your business goals is by the use of video marketing . 4 . The higher an online business 's website ranking is on the World Wide Web , the more credible the site is to the consumers . Video marketing can help your business achieve the best ranking possible by driving more traffic to your online website .",How does video marketing free up needed time ?,Video marketing does not require active work,None of the above choices .,Video marketing does not require passive work,Video marketing makes a website more credible,0,2,[4.293 1.093 4.62  0.897]
3EAWOID6MTVMA64HMRZB30Y3C61V0H##3H8DHMCCWA95FZ9TP2F15I3T5JBDKO##A2MHM7JK1T9XHR##Blog_1579062##q2_a1##3EAWOID6MVB14V3O6PBBVYMB5AHV0H,"An excellent solution to free up needed time and use it toward your business goals is by the use of video marketing . 4 . The higher an online business 's website ranking is on the World Wide Web , the more credible the site is to the consumers . Video marketing can help your business achieve the best ranking possible by driving more traffic to your online website .",What may happen if I implement video marketing ?,I will have more time,I will visit my website more,My videos will achieve the best possible ranking,None of the above choices .,0,1,[-2.53    1.478   0.5376 -1.097 ]
3MJ9GGZYO5KO8H34AHOTIZ1DH0Q2A1##3LUY3GC632F54646VETNT535JYJ7PI##A1OPGPTQJ48XOY##Blog_1220760##q1_a1##3J94SKDEKK3E5LP3CAHT67CVMH1D5A,"Because I ' m leaving next week Friday . THEN we talked about Ota - san ( 36-year - old , works at the karaoke place I go after every Japanese lesson ) . They actually bumped into each other at the post office a few days ago . What are the odds of that ... when they had n't met the whole year ?",Why were they able to bump into each other at the post office ?,They had not seen each other in so long that one of them likely planned to go to the post office at the same time as the other to see them,They had become accustomed to going to the same post office and would run into one another eventually,Life has a way of creating tiny coincidences and this happens to just be one of those times,They had known each others day to day cycles and were able to plan to see one another,2,3,[6.07  7.06  2.969 7.78 ]
3O0M2G5VC8GK6C8MMPTHFJNRVSR944##3TR2532VIS9QEVN3HRJBQVHXF7GJ6K##A394JO4NEPCY3M##Blog_838762##q1_a2##37SDSEDINBG308STUF41HPLDZ9U183,"She is glad for the work , glad for the long days , glad that she is not followed . At night she returns alone to the Axiom , where they all say her name right . She does n't soar over the looming piles of trash . She has n't been near the truck in over seventeen thousand hours . Not since she flew away for the last time . She has only seen him once since then .",What might be different if she did not have work ?,She would be glad,She would not have long days,None of the above choices .,She would not be followed,1,3,[-3.545 -3.668 -2.814 -0.978]
362E9TQF2HOEZ4V21MPV93VPB7FGI1##32RIADZIST2Q3M3810NAT00X780S4Q##A1OPGPTQJ48XOY##Blog_918062##q2_a1##3FJ2RVH251KA3YTZIBATM4QTB7E92D,"I have examples of days where I needed God more than air in my lungs , and where was He ? ? I cried out to Him in the darkest of places , and He was on a mini vacation or He just chose to let me work it out . To teach me character or something .",How did you manage to get through things ?,I got very lucky,I did it on my own,I got God 's help to do it,None of the above choices .,1,0,[ 0.839  -2.729   0.2725 -2.314 ]
362E9TQF2HOEZ4V21MPV93VPB7FGI1##32RIADZIST2Q3M3810NAT00X780S4Q##A1OPGPTQJ48XOY##Blog_918062##q2_a1##372AGES0I6JH8ESI0HV83FKJU2KRXS,"I have examples of days where I needed God more than air in my lungs , and where was He ? ? I cried out to Him in the darkest of places , and He was on a mini vacation or He just chose to let me work it out . To teach me character or something .",How did you manage to get through things ?,I managed to get through things some how,I got God 's help to do it,I got very lucky,None of the above choices .,0,2,[-3.14    0.2725  0.839  -2.314 ]
371DNNCG46G49S42WYOBNV48RI98TN##3EKVH9QME1JPT84AKTLXXK58T5D2DD##A394JO4NEPCY3M##Blog_980299##q1_a1##3Q9SPIIRWL0AKX1BO1D066H2L9JAWT,"My father started a new job yesterday at a nursing home and during orientation saw a Pekinese run past . This was n't too much of a jolt to him given the many nursing homes that regular take in rescues or have therapy animals paraded through their doors , but he inquired about the pooch and it turns out said pup accompanies his master daily to work at the home . Without really thinking , my dad blurted out that he is the happy owner of a retired guide dog , whom he is a bit concerned about leaving at home for such long periods as she 's getting on in years and may need to relieve more often and probably should be a bit less of a couch potato .",What probably happened after this story ?,The father did not ask to bring his dog to work with him,The father started taking his dog to work,None of the above choices .,The father gave his dog to the nursing home,1,0,[-4.125 -4.625 -4.203 -5.992]
3WYZV0QBFLRUS7BT4K9I30FFBRHBXK##37Q970SNZHNO6C5WYFG8N0H30SS1SM##AJ7NSZOAFP05U##Blog_1019720##q1_a1##3W0XM68YZR9NV9UU34147UU4U451KT,"Yesterday I worked and it was ok . Got in "" trouble "" for my AHT . Meaning I talk too much on the phone / my calls are too long . Which has been an issue but wtf am I supposed to do .",What may have caused you to get in trouble at work ?,I could n't end my talks with others .,My calls were n't long enough .,I ended my talks with others too fast .,None of the above choices .,0,2,[-0.928  -2.371  -0.6167 -1.594 ]
33NOQL7T9QD0V4D12QDT9J5PCLO8ZA##3LUY3GC632F54646VETNT535JYQ7PP##A2KYOM2ZGYDJGT##Blog_94365##q1_a1##3MJ9GGZYO5KO8H34AHOTIZ1DH4DA24,"We also let the folks present know that they were now part of the Alpha playtest group , as part of our apology , and Fred will be hooking people up this week . After that wrapped up , Lenny ran a character creation session for folks and showed off the game a little . I believe we did right by folks , and I hope the people present felt so as well . On a purely personal level , it was very satisfying to stand shoulder to shoulder with the rest of the crew and step up .",Why did Lenny run a character creation session ?,to show off the game,because the people present felt so as well,because it was time to step up,None of the above choices .,0,3,[-3.736 -6.74  -5.574 -1.78 ]
3ZVPAMTJWN1RS3YLR9J4NVWGYFQGRL##3XLBSAQ9Z5AKNL75YQFPS5HANDX7ZF##A1I72NHC21347A##Blog_981503##q2_a1##3HUR21WDDW3Q5F44ECN2BBDGXY0YXK,"Poor Nati was up all night screaming in pain . She still has n't cut any teeth and I think probably a few are moving around now . I rocked her and loved on her as much as I could . I have an amber teething necklace for her , gave her teething tabs and some motrin when it got really bad .",What may cause Nati to be up crying in pain ?,Natis teeth came through the gum,Natis has new teeth in,Nati is sore due to teething,None of the above choices .,2,0,[ 1.627 -0.37  -0.528 -2.182]
3ZVPAMTJWN1RS3YLR9J4NVWGYFQGRL##3XLBSAQ9Z5AKNL75YQFPS5HANDX7ZF##A1I72NHC21347A##Blog_981503##q1_a1##3JMNNNO3B3ILFU67BMKL0OY49HZW28,"Poor Nati was up all night screaming in pain . She still has n't cut any teeth and I think probably a few are moving around now . I rocked her and loved on her as much as I could . I have an amber teething necklace for her , gave her teething tabs and some motrin when it got really bad .",What may happen after Nati has motrin ?,She will keep crying in pain,She will be wide awake,None of the above choices .,She will be restless,2,1,[-3.168    0.10925 -1.991   -0.769  ]
3ZUE82NE0CFUQNM11EJM6RP70JXF82##31LM9EDVOO7YLGTVG85SS63JBR1NJJ##AJ7NSZOAFP05U##Blog_1516054##q1_a1##37NXA7GVSVKE1RSAVIXUTIE09SYLVT,"I decided that since my blogging has gone down the past few months , I should let you guys in on what I ' m immersing myself with instead of being online . 1 . books - other than my books for class , I ' ve been reading ( when I can find the free time ) several books . One of them is the book "" Culture Making "" by Andy Crouch . This book is subtitled "" Recovering our Creative Calling "" and has a great endorsement by Tim Keller .",What may be your reason for reading more books ?,I needed to disconnect from electronics for a bit .,None of the above choices .,I could read the books via the internet on my electronics .,I had to read the books for the class .,0,1,[-5.145 -2.422 -4.023 -5.293]
341H3G5YF0C3JQ9RNOOEO6BZ0H7Z0L##30ZX6P7VF9TN155VASV88KCCT4U2JF##A1OPGPTQJ48XOY##Blog_169131##q1_a1##3VDVA3ILIFTITNYBDDGP922BNN01G2,"Why does this always happen ? You give your heart to someone , then when you leave for just a split second to claim yourself , they yank it out , spit on it , then jam it back in your chest ( that 's how it feels , at least , for me ) . This journey , I think , will have to end here .",What will happen when you find someone who lets you find yourself while you are with them ?,I will realize that I am the problem and not the other people because once I change I do n't want that person any more,We will end up in a good and fulfilling relationship,None of the above choices .,I will see that relationships do n't work for me because I always want to pull away from people,1,0,[ 0.3645 -2.57   -0.4832 -0.7485]
3K1H3NEY7LXXRTFG98OKI6FCJEZGDF##3N2BF7Y2VRSHH3EYWAB7BGAVM7WMHQ##A33PQXKQHFVF3V##Blog_1264780##q1_a1##307L9TDWJ06KDITCNL73NFQ5MJWN3K,"Life is so busy lately , i ' ve been completely neglecting everything I used to even consider my life - clubbing , friends , my horse , writing and reading things that filter through the masses of fan stuff when I have time to kill . My uni work is suffering , my relationships are non - existant outside of work . BUT ...",What would be the bright side of suffering through university ?,None of the above choices .,You will get to go clubbing and continue writing right after !,I wo n't have any relationships to worry about when I 'm done !,"Nothing , it is torture and it ruins relationships .",0,3,[-1.101   -6.418   -0.07104  5.22   ]
36JW4WBR06I8P9ONKK1SR6UYAKGHF0##3S96KQ6I9N24IIZGJBTT69QPNQCTD7##A394JO4NEPCY3M##Blog_1018688##q1_a1##3D17ECOUOG9HZBMNIY95Q8D2JFU13N,"Both tuition and parent hours had increased . In the baby room , the increase was so large that SAM felt it ruled out that option for her all together . Their calendar was not in line with the public schools ' , meaning they would be closed the last week of August before their official start date after Labor Day .",What might be different if tuition had not increased ?,Sam would n't feel that it was an option,None of the above choices .,Sam would feel that it was an option,Parent hours would increase,2,0,[-0.6846 -1.6045 -1.55   -1.615 ]
3PCPFX4U40OL22NQ3AOM0KMZ1LUQFF##39O5D9O87UQPE9V840SR4Q499GB3C3##A394JO4NEPCY3M##Blog_313122##q1_a1##3VMV5CHJZATJ27AKFW0ZF8L6F8ITGY,"I was cutting a stale bagel in half this morning and wound up cutting off a piece of my finger . Like , the pad of my left middle finger was sitting there on the knife . Izz was a hero and gave me water and sugar and went to the store for gauze and called his mama to find out what to do . It does n't hurt , and it did n't bleed all that much , and now that it 's all wrapped up and I ca n't see it it 's not making me all panicky ... but I did have a lot of adrenaline going and I was freaked out most of the day . I wound up not doing any of the errands I was supposed to do today .",What might be different if the narrator was n't cutting a bagel in half ?,They would n't have cut off part of their finger,They would have cut off part of their finger,They would have been panicky until the bandage was on,They would n't have gotten errands done,0,1,[ 0.2399  0.9365 -1.3955 -0.1301]
3PCPFX4U40OL22NQ3AOM0KMZ1LUQFF##39O5D9O87UQPE9V840SR4Q499GB3C3##A394JO4NEPCY3M##Blog_313122##q1_a2##3E6L1VR4XY07M93D8ZMOMDTGUL86F2,"I was cutting a stale bagel in half this morning and wound up cutting off a piece of my finger . Like , the pad of my left middle finger was sitting there on the knife . Izz was a hero and gave me water and sugar and went to the store for gauze and called his mama to find out what to do . It does n't hurt , and it did n't bleed all that much , and now that it 's all wrapped up and I ca n't see it it 's not making me all panicky ... but I did have a lot of adrenaline going and I was freaked out most of the day . I wound up not doing any of the errands I was supposed to do today .",What might be different if the narrator was n't cutting a bagel in half ?,They would have cut off part of their finger,They would have gotten errands done,They would n't have gotten errands done,They would have been panicky until the bandage was on,1,0,[ 0.9365 -1.354  -0.1301 -1.3955]
3XBXDSS888HRBRYYBZMCP5NCV9QXLP##3NLZY2D53QNAOEVGFOXMKHN7C4AQLP##A1OPGPTQJ48XOY##Blog_1387423##q1_a1##3UV0D2KX1OXT7MZZPBT9PF92YRZ4F6,"I do n't really like money being ringfenced to this degree . I love our beautiful roundabouts , but not at the cost of people getting injured on pavements . Nine months ago , I bought a parking permit for the area behind my home .",What would happen if the roundabouts were placed over cushioned or soft pieces of land ?,The roundabouts would be less attractive to people because there would be less of a thrill in doing them,People would want to use a different roundabout near pavement to increase the risk and thrill involved,People would not get injured on the pavement where roundabouts currently are,The roundabouts would cost more to set up and use and people would not like having to pay more to use them,2,1,[3.336 4.01  3.594 3.105]
3OQQD2WO8KKSZHILQ5UBI7UOXLGI3C##33JKGHPFYF9OMOZGJ5IK8YV07I6NMJ##AO33H4GL9KZX9##Blog_253304##q1_a1##3M67TQBQQJ2Z81O3VQ38SM9RNTS9A2,"she was n't exactly voldemort , but she was my arch rival and we had to fight , and it was like godzilla versus king kong or something , in the city and we were huge and moving between buildings and knocking stuff around.now that i ' ve read all the books , this small void has engulfed me . i do n't want it to be over . it was like harry was alive in spirit , and was a symbol for lots of stuff , and now that the books are gone , it 's like , "" wow ... what now ? """,Why might have the small void engulfed when I have read all the books ?,None of the above choices .,Because finishing a series of books can leave us with a feeling of finality .,Because finishing a series of books can leave us with a feeling dissatisfaction .,Because finishing a series of books can leave us with a feeling of wanting more .,3,1,[-1.619   3.143   1.519  -0.3035]
3RDTX9JRT0FHPZQ5ONROIV71MN197U##3AAJC4I4FJ7S257EJWGMNTASJCFJZE##A394JO4NEPCY3M##Blog_39645##q1_a1##3ZCC2DXSD9IF5KUEJ894UPKPZ76YY8,"So usually on Tuesdays I have about an hour and 45 minutes of time inbetween dropping the kids off at Sonshine school and coming in to work at the church . Last week , I chose to hang out at Panera during that time with my friend Carrie . This week , I was determined to try something new .",What probably happened after this story ?,None of the above choices .,The narrator did not have free time on Tuesday,The narrator hung out at Panera with Carrie,The narrator did n't hang out at Panera,3,1,[-4.25   -0.7007 -3.402  -4.203 ]
38VTL6WC4AB297LNO8S7RUYOBVF5YM##3JAOYWH7VJ24WFEUYMM0YMXI3Y1L9I##A2LTOS0AZ3B28A##Blog_1355698##q2_a1##3HRWUH63QWGNRXGG14VW2COP0FR5NW,One response to safety warning over dog rescues zoloft and twitching claustrophobia xanax medication suicide viagra generic cheap zoloft for pain generic zoloft label . Any new or worsening symptoms such as amitriptyline ( elavil follow the directions on your prescription label o not the absence of a warning for a given drug or bination . Firewall and vpn cheap nexium wellbutrin credit card application cheap elavil generic low price cialis duration of xanax withdrawal medication cocktails suicide xanax . Xanax about detecting ambien in urine valium label use picture xanax withdrawel ambien sleepwalk heroin and xanax suicide xanax for dogs order xanax online without a prescription elavil .,Why are they promoting medications ?,None of the above choices .,They want people to be awareof the side effects before purchasing .,They want to make money by selling them over the net .,It 's their way of warning people .,2,1,[-1.226  8.164 -3.273  1.516]
37VUR2VJ6ANQIMJZRT86RDTOWISC1L##3TDXMTX3CCSFOV4QFCMBMWEOVL16IZ##AJ7NSZOAFP05U##Blog_1306702##q1_a1##30U1YOGZGCAFBNNEO6U1ZIMN0SWDSH,"O.K , May I present Plato , Homer , and Aristotle and Whitman just for you , I have no leaves of grass , or polite folks . I write to one who might seem disinterested , but always sneaks peeks . Peep , Peep !",What greek writers would you recommend to someone who 's only slightly interested ?,Not the classic ones as everyone has heard of their popular philosophies .,I would n't recommend any greek writers as Whitman is the best .,I would only prevent Aristotle to those who are peeping into it .,None of the above choices .,3,0,[ 2.422 -3.422 -2.832 -1.651]
3IKDQS3DQEY1ISFXZ0TCJCAADK3CID##3NGI5ARFTU3CYVQXM10E0XOJ9RK1PI##AO33H4GL9KZX9##Blog_1252287##q1_a1##3IYI9285WUEC7SYA1GQCNBDIJ97CJ0,"I just cleaned my whole room and got rid of some posters on the wall , and all the lord of the rings pictures on my door . It 's kind of empty now ... But I did n't feel bad taking them down , I actually had fun ripping them of , knowing I put them all up so carefully years ago . But I knew I had to destroy them or I would just fill my overly full drawers with them .",Why might I have gotten rid of my posters and all the pictures on the door ?,I might have gotten rid of them because I 'm a big fan of them .,I might have gotten rid of them because I 'm put them up so carefully .,I might have gotten rid of them because I 'm fond of looking at them .,I might have gotten rid of them because I 'm sick of looking at them .,3,0,[ 0.1997 -1.548  -1.009  -0.2449]
3J9UN9O9J3QDJB4N52LS0CN9HAK0J9##3GM6G9ZBKOV7MC5TW4SWPZDJVYFTMN##A2CMYWI1J292YJ##Blog_1058604##q1_a1##3BVS8WK9Q29X2CMY5Y9H0QS0O7FBI9,"Which again Awesome . Then my older sisters husband pulled out his guitar and jammed out for about 2 hours . He 's awesome when it comes to the guitar ( which he should be as he has a Masters in Jazz Guitar Performance ... ) , he 's in a couple different bands that play locally . I got him to play a couple Metallica songs , and ' Back in Black ' and ' Hell 's Bells ' .",Why did I ask him to play Back in Black ?,It is my favorite song .,This song would last 2 hours .,I wanted to know if he could play this song .,None of the above choices .,0,2,[-3.78  -5.332 -2.643 -3.215]
3UQVX1UPFSFDDF6FYHF01V1SFYE020##3T111IHZ5FOFZD9736JWKY6H7C69RI##AO33H4GL9KZX9##Blog_521656##q1_a1##3R4QIDVOJRQJTAWWJ6LGGJ0TZBHEEZ,"After that we talked on the phone alot . Or at least when you were home , you were traveling then too . We talked about everything we 'd always talked about . Stories , ideas , what we had done yesterday and ten years ago .",Why might we talk on the phone a lot instead of in person ?,We might live far away from each other so can find the time to get together .,We might live far away from each other and ca n't find the time to get together .,We might live far away from each other but can find the time to get together .,None of the above choices .,1,2,[4.47   3.947  7.12   0.1349]
3K3IX1W4S85K0O4ACFZ5EC96SZPAPH##3ERMJ6L4D17ZJ37T3Y1VC19ADGY7ML##A33PQXKQHFVF3V##Blog_340826##q1_a1##306996CF6YYM26Q0XROB8RBE7DFB18,"They finally got the part installed and I hit the road at 4PM , with about a 6-hour drive ahead of me . Susan and the girls had arrived hours before and were shopping for house stuff . About four hours into my drive Susan called to say that the van had a flat , and AAA was flummoxed because we changed our membership to the Texas "" club "" but Susan 's mobile phone still had an Atlanta area code .",Why were they so confused about the area code change ?,The membership was made for Texas but the phone number was from Georgia .,The tire was located in Atlanta when the people were in Texas .,They did n't know where they should dispatch and fix the tire .,They were n't sure if it was the real people calling .,0,3,[-3.627 -6.164 -3.762 -2.68 ]
31ODACBENUDU67SC9UOL7J5EQ4IQSE##34S6N1K2ZWHXBLWDWYASB3V6M3ELHX##AO33H4GL9KZX9##Blog_890662##q1_a1##3BC9H1KCYWQBGFZE47RG9SZ9OWUWYP,"But my essay was indeed of my own devising , wrought from my own usually unreliable mind . I had related the story to Janice , remembering the shame I was made unfairly to endure that morning in Arima . And there we were , this other morning , driving along the hills of West Virginia , more concerned with the curiosity of crosses , in threes , that commanded many a hillside along the winding road .",Why might the crosses be displayed in threes on the hillside along the road ?,None of the above choices .,Because they wanted to relay the message of the Christ who was crucified along with two others .,Because they wanted to relay the message of the Christ who was crucified along with one other .,Because they wanted to relay the message of the Christ who was crucified along with four others .,1,2,[-0.94   -1.415  -0.2264 -1.799 ]
3ZVPAMTJWPH6MSXSB7V4FTKORA2GRZ##3IHR8NYAMAG8LJMNTGVGQTJVRFYP4M##AJ7NSZOAFP05U##Blog_1343725##q1_a1##3HXK2V1N4MTPI8G7WHG3ELCGFWG2GS,"Since we both go after our goals in life : work and class etc . our friends in this town have dissapeared . It 's odd that everyone tells you that your high school friends begin to dissapear , but I am from them as well .",What may have caused your high school friends to disappear ?,Everybody was chasing their own dreams .,Everybody was chasing their own dream work .,None of the above choices .,None of them were really friends after high school .,0,3,[-3.26  -6.027 -2.201  1.734]
3T2HW4QDUV587RMUV6NZ6JB7UUH9CS##3P59JYT76MIHF810MM9CAQZLQ19T2O##AJ7NSZOAFP05U##Blog_1386912##q1_a1##3J6BHNX0UB6Q9G1J8RZ24177X2LKNP,"The accounting department and I went to La Cantina , located at 9090 St. Laurent for lunch on Friday . I was overjoyed to see a real , cloth tablecloth without even a slate of glass over the top . This early sign of some "" old - school "" service did not lead my expectations astray .",What may be a plausibe trait of La Cantina ?,La Cantina is only open on Fridays .,It offers a novel experience .,The tablecloth had a slate of glass on top .,It offers a classic experience .,3,1,[-6.703  2.309 -1.728  0.796]
367O8HRHKIM2BR4LVVT8WESHMZXS4G##34PGFRQONRQO8A2989WFOPGAZJ5WJA##A8E99XNOTT390##Blog_641516##q2_a1##301KG0KX9EZ3I4BIGNYLZLOHUQZH20,"I went to a party on friday night will my old college friends . I got really , really , really drunk - However , I was one of the few who did n't throw up ; since I am the awesomeness . : o)Anyway , in other random news , Stefan ( my danish friend ) and his GF is visiting me on monday for a few days . It was a bit random the way I found out about it ( well , last wednesday evening ) but since its Stefan , he can get away with this !",How do you feel about Stefan 's visit ?,Anxious because I have a short time to prepare .,None of the above choices .,Anxious to spend time getting drunk .,Annoyed by the intrusion .,0,2,[-3.443  -3.21   -0.8154 -3.393 ]
3MNJFORX8B2W9G4SJI0J29R85DFF5B##3X66WABAJXG2VLBD6MOAUHPO6UJ3G0##AO33H4GL9KZX9##Blog_504440##q1_a1##31KPKEKW4CRMVH5I18KBUMS42GC0BN,"I could have never done as well as they did , and like I said yesterday , I ' m not as heavy as a lot of them . I guess that study that says that you can be "" fat and fit "" was n't all that far off after all . I 'll tell you , I 'd have been back there with that 413 lb . guy that was walking and trying to hold up his pants ( they started falling down if he ran ) .",What might have I done prior to this that I feel I could 've never done as well as they have ?,I might have a running session with other fit people .,I might have a running session with other fat but fit people .,None of the above choices .,I might have a walking session with other fat but fit people .,1,2,[-2.771  -1.72   -0.3113 -2.404 ]
386659BNTLF6OUOJFDFMWCRNNTW10I##3P4RDNWND64RCQJXZVG0V0JTHVFIJJ##AJ7NSZOAFP05U##Blog_454197##q1_a1##3IHWR4LC7FRE0EOR2MP79O2ZG3Y8IF,"I can sit beside the box and Cinderella can not see me as well , so I will not serve as a distraction . The next advantage that I found is that the food can be administered through a hole in the side of the box . Not only does this eliminate the issue of Cinderella associating getting food with the sight of my hand , but the food also travels a shorter distance relating in less sound . The food is also not bouncing all over the box when it is dropped .",What may be your reason for hiding food from Cinderella ?,She attempts to steal everything I want to eat .,None of the above choices .,It prevents her from dropping the food .,I eat everything Cinderella wants to eat .,0,2,[-2.438 -2.572  2.547 -4.08 ]
37VUR2VJ6ANQIMJZRT86RDTOWWB1CL##3XUHV3NRVLWJ9WTS4BULUEZ906BH5O##A2LTOS0AZ3B28A##Blog_1452875##q1_a2##3OQQD2WO8KKSZHILQ5UBI7UO0MXI3Y,"Recitation was fabulous again . We sat outside under my old window in the grass like hippies . We went over the theme of having a core to one 's being , as presented in Blind Chance and Tapestry .",Why are they sitting under her old window like Hippies ?,They were so involved in working on the tapestry together they needed somewhere to sit .,Blind chance brought them all together there .,They wanted tot alk about Blind chance and Tapestry .,None of the above choices .,2,0,[-1.28  -2.59  -5.105 -3.06 ]
3P4ZBJFX2V1QMZJCFJNSS94LP8TWFF##3YMU66OBIO6HPTICL7DCYBQYPROHGS##A1OPGPTQJ48XOY##Blog_300889##q1_a1##32204AGAADQTXYJPF2JA1PII49VHGA,"Today at lunch my co - worker and I were waiting for our sandwiches at the cafe next door . I was telling her about how I have been looking on Craigslist for a dining room table - but every time I respond to an ad the seller tells me they already have 2 or 3 people interested ahead of me . I stated that I needed to start getting up early just to log in and see what was posted during the overnight , that way I could be the first to respond and actually have a chance at getting a nice one .",What happened after you decided to wake up early to respond to ads ?,None of the above choices .,I could not beat others to the punch because they were quicker to get the pieces because most of the took them to flip them for a profit and they did that as a job and full time,Nothing changed because some people seem to stay on craigslist all the time getting products,I began to be the first in line to look at pieces and decide whether I wanted them,3,1,[-3.152   0.2515 -1.963  -0.2078]
3D1TUISJWIYX4MWXLRECDIWGKKBIUU##3XXU1SWE8NT542ZD1ZEHWXGE5FCA0A##A2CMYWI1J292YJ##Blog_908298##q1_a1##3VZYA8PITQCK61O90YTYR0SCSJG05A,"I fell asleep and took a nap , and I had a dream we were trying to hide in Costco overnight . There was a mix of my school and church friends there . First we tried to hide behind these mattresses , but the security guards would shine lights on us and yell at us , and we would just scatter to a new hiding spot . I finally decided on climbing their huge metal shelves .",Why would we want to hide in Costco ?,None of the above choices .,We are mischievous and naughty .,We can not afford Costco annual membership fee .,We are in danger .,1,3,[-2.229 -1.11  -5.92   2.336]
3D1TUISJWIYX4MWXLRECDIWGKKBIUU##3XXU1SWE8NT542ZD1ZEHWXGE5FCA0A##A2CMYWI1J292YJ##Blog_908298##q1_a2##31ODACBENWT90WRJTS0LZHTMJ7LSQ1,"I fell asleep and took a nap , and I had a dream we were trying to hide in Costco overnight . There was a mix of my school and church friends there . First we tried to hide behind these mattresses , but the security guards would shine lights on us and yell at us , and we would just scatter to a new hiding spot . I finally decided on climbing their huge metal shelves .",Why would we want to hide in Costco ?,None of the above choices .,We can not afford Costco annual membership fee .,We are in danger .,We want to have fun .,3,2,[-2.229 -5.92   2.336 -2.244]
3D1TUISJWIYX4MWXLRECDIWGKKBIUU##3XXU1SWE8NT542ZD1ZEHWXGE5FCA0A##A2CMYWI1J292YJ##Blog_908298##q2_a1##37PGLWGSJVKYVFQSBBMAZTBQB3RIK7,"I fell asleep and took a nap , and I had a dream we were trying to hide in Costco overnight . There was a mix of my school and church friends there . First we tried to hide behind these mattresses , but the security guards would shine lights on us and yell at us , and we would just scatter to a new hiding spot . I finally decided on climbing their huge metal shelves .",What do I like about Costco ?,jungle gym like structure,high quality mattresses,None of the above choices .,free sample food items,0,2,[-5.766 -4.73  -3.623 -6.277]
3ZG552ORAOI80562LCFPEMFQ23WV2M##3CPLWGV3MRE9F4GMUWEF3CPGEJRN9J##A2KYOM2ZGYDJGT##Blog_277073##q1_a1##3L21G7IH49AIFEJB7J2VG29FSND1YV,"Definitely did n't sing very well , which disappointed me greatly , but I danced with flying colors ( a byproduct of dancing for two weeks straight at rehearsals maybe ? ) . Should have had a vocal coach and been better prepared with my song . Today was craptacular . I almost got hit by a car and fell over when I swerved on my bike ( my roomates bike , actually . Mine was stolen ) .",Why should I have had a vocal coach ?,None of the above choices .,Because I almost got hit by a car .,Because I was dancing for two weeks straight at rehearsals .,Because that would have enabled me to sing better .,3,0,[-1.003 -5.523 -6.516 -1.358]
3P7RGTLO6GRJPX7UZNUXIVN7YPJAKG##3PH3VY7DJOCE8P7DQVZ1CJ40LBJZWQ##A3GVXFBYAU9HP##Blog_269640##q1_a1##3V0TR1NRVCGYBVIREV7HBEYB1F54AK,"Well , my older brother decided to leave for Vegas yesterday along with a friend of his . He was planning on flying out anyway , but I guess he wanted some extra time before we all got there . He just recently moved into a new condo , and his friend Brian ( drummer in a couple of his old bands ) is going to be his roommate . Well , Brian was moving stuff into the condo last night , and he left the door open , and my brother 's cat Alley got out .",What happened once Brian and my brother realized Alley was missing ?,They searched for and found Alley inside of the condo .,They searched for and found Alley outside of the condo .,Brian lied and denied intentionally letting Alley out .,Brian was innocent and denied accidentally letting Alley out .,1,2,[-4.15  -4.047 -3.842 -3.965]
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q1_a1##3JYPJ2TAYKMFWFLINVLXSDKXPIZPFC,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was Leah crying at the doctor ?,Her mom was forcing her to see people she did n't want too .,Leah had a broken heart and needed to see the doctor .,None of the above choices .,Leah was tired of being sick .,3,1,[-0.988   0.1869 -2.543  -0.6187]
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q1_a2##3FSEU3P2NTEXBI66RIPGEXYVTOYRR1,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was Leah crying at the doctor ?,Her mom was forcing her to see people she did n't want too .,She was having a terrible headache .,None of the above choices .,Leah had a broken heart and needed to see the doctor .,1,3,[-0.988  -2.193  -2.543   0.1869]
